,duration,price,date,origination,destination,depart,arrive,mode
37,322,$305.00 ,10/24/19,Philadelphia,Boston,3:33:00 PM,8:55:00 PM,train
38,322,$305.00 ,10/24/19,Philadelphia,Boston,2:32:00 PM,7:54:00 PM,train
39,314,$305.00 ,10/24/19,Philadelphia,Boston,3:33:00 PM,8:47:00 PM,train
40,311,$305.00 ,10/24/19,Philadelphia,Boston,2:32:00 PM,7:43:00 PM,train
41,405,$26.00 ,11/3/19,Boston,Philadelphia,10:15:00 AM,5:00:00 PM,bus
42,425,$28.00 ,11/3/19,Boston,Philadelphia,10:15:00 AM,5:20:00 PM,bus
43,360,$33.00 ,11/3/19,Boston,Philadelphia,11:30:00 AM,5:30:00 PM,bus
44,435,$26.00 ,11/3/19,Boston,Philadelphia,7:00:00 PM,2:15:00 AM,bus
45,442,$85.00 ,11/3/19,Boston,Philadelphia,9:30:00 PM,4:52:00 AM,train
46,395,$33.00 ,11/3/19,Boston,Philadelphia,2:15:00 PM,8:50:00 PM,bus
47,436,$85.00 ,11/3/19,Boston,Philadelphia,9:36:00 PM,4:52:00 AM,train
48,364,$138.00 ,11/3/19,Boston,Philadelphia,9:30:00 AM,3:34:00 PM,train
49,312,$177.00 ,11/3/19,Boston,Philadelphia,4:00:00 PM,9:12:00 PM,train
50,361,$138.00 ,11/3/19,Boston,Philadelphia,6:30:00 AM,12:31:00 PM,train
51,372,$138.00 ,11/3/19,Boston,Philadelphia,8:35:00 AM,2:47:00 PM,train
52,384,$138.00 ,11/3/19,Boston,Philadelphia,12:10:00 PM,6:34:00 PM,train
53,307,$177.00 ,11/3/19,Boston,Philadelphia,4:05:00 PM,9:12:00 PM,train
54,381,$138.00 ,11/3/19,Boston,Philadelphia,1:10:00 PM,7:31:00 PM,train
55,371,$138.00 ,11/3/19,Boston,Philadelphia,6:25:00 PM,12:36:00 AM,train
56,359,$138.00 ,11/3/19,Boston,Philadelphia,9:35:00 AM,3:34:00 PM,train
57,316,$177.00 ,11/3/19,Boston,Philadelphia,11:55:00 AM,5:11:00 PM,train
58,367,$138.00 ,11/3/19,Boston,Philadelphia,8:40:00 AM,2:47:00 PM,train
59,368,$138.00 ,11/3/19,Boston,Philadelphia,5:25:00 PM,11:33:00 PM,train
60,378,$138.00 ,11/3/19,Boston,Philadelphia,12:16:00 PM,6:34:00 PM,train
61,318,$177.00 ,11/3/19,Boston,Philadelphia,12:55:00 PM,6:13:00 PM,train
62,356,$138.00 ,11/3/19,Boston,Philadelphia,6:35:00 AM,12:31:00 PM,train
63,391,$138.00 ,11/3/19,Boston,Philadelphia,3:05:00 PM,9:36:00 PM,train
64,376,$138.00 ,11/3/19,Boston,Philadelphia,1:15:00 PM,7:31:00 PM,train
65,312,$177.00 ,11/3/19,Boston,Philadelphia,3:00:00 PM,8:12:00 PM,train
66,366,$138.00 ,11/3/19,Boston,Philadelphia,6:30:00 PM,12:36:00 AM,train
67,363,$138.00 ,11/3/19,Boston,Philadelphia,5:30:00 PM,11:33:00 PM,train
68,385,$138.00 ,11/3/19,Boston,Philadelphia,3:11:00 PM,9:36:00 PM,train
69,306,$177.00 ,11/3/19,Boston,Philadelphia,3:06:00 PM,8:12:00 PM,train
70,313,$177.00 ,11/3/19,Boston,Philadelphia,4:56:00 PM,10:09:00 PM,train
71,311,$177.00 ,11/3/19,Boston,Philadelphia,12:00:00 PM,5:11:00 PM,train
72,312,$177.00 ,11/3/19,Boston,Philadelphia,1:01:00 PM,6:13:00 PM,train
73,319,$177.00 ,11/3/19,Boston,Philadelphia,4:50:00 PM,10:09:00 PM,train
74,312,$208.00 ,11/3/19,Boston,Philadelphia,11:00:00 AM,4:12:00 PM,train
75,307,$208.00 ,11/3/19,Boston,Philadelphia,11:05:00 AM,4:12:00 PM,train
76,420,$34.99 ,10/17/19,Philadelphia,Boston,11:50:00 PM,6:50:00 AM,bus
77,390,$25.00 ,10/17/19,Philadelphia,Boston,4:15:00 PM,10:45:00 PM,bus
78,425,$31.00 ,10/17/19,Philadelphia,Boston,7:15:00 AM,2:20:00 PM,bus
79,361,$106.00 ,10/17/19,Philadelphia,Boston,10:40:00 AM,4:41:00 PM,train
80,378,$106.00 ,10/17/19,Philadelphia,Boston,5:14:00 AM,11:32:00 AM,train
81,368,$106.00 ,10/17/19,Philadelphia,Boston,5:14:00 AM,11:22:00 AM,train
82,318,$305.00 ,10/17/19,Philadelphia,Boston,4:36:00 PM,9:54:00 PM,train
83,371,$106.00 ,10/17/19,Philadelphia,Boston,10:40:00 AM,4:51:00 PM,train
84,358,$138.00 ,10/17/19,Philadelphia,Boston,6:54:00 AM,12:52:00 PM,train
85,374,$138.00 ,10/17/19,Philadelphia,Boston,6:54:00 AM,1:08:00 PM,train
86,306,$305.00 ,10/17/19,Philadelphia,Boston,4:36:00 PM,9:42:00 PM,train
87,366,$138.00 ,10/17/19,Philadelphia,Boston,6:46:00 AM,12:52:00 PM,train
88,382,$138.00 ,10/17/19,Philadelphia,Boston,6:46:00 AM,1:08:00 PM,train
89,364,$138.00 ,10/17/19,Philadelphia,Boston,9:20:00 AM,3:24:00 PM,train
90,372,$138.00 ,10/17/19,Philadelphia,Boston,9:20:00 AM,3:32:00 PM,train
91,393,$173.00 ,10/17/19,Philadelphia,Boston,5:59:00 PM,12:32:00 AM,train
92,384,$173.00 ,10/17/19,Philadelphia,Boston,5:59:00 PM,12:23:00 AM,train
93,326,$208.00 ,10/17/19,Philadelphia,Boston,11:38:00 AM,5:04:00 PM,train
94,380,$173.00 ,10/17/19,Philadelphia,Boston,12:05:00 PM,6:25:00 PM,train
95,494,$173.00 ,10/17/19,Philadelphia,Boston,11:44:00 PM,7:58:00 AM,train
96,391,$173.00 ,10/17/19,Philadelphia,Boston,12:05:00 PM,6:36:00 PM,train
97,325,$239.00 ,10/17/19,Philadelphia,Boston,8:38:00 AM,2:03:00 PM,train
98,381,$208.00 ,10/17/19,Philadelphia,Boston,3:59:00 PM,10:20:00 PM,train
99,370,$208.00 ,10/17/19,Philadelphia,Boston,3:59:00 PM,10:09:00 PM,train
100,489,$173.00 ,10/17/19,Philadelphia,Boston,11:44:00 PM,7:53:00 AM,train
101,314,$208.00 ,10/17/19,Philadelphia,Boston,11:38:00 AM,4:52:00 PM,train
102,376,$208.00 ,10/17/19,Philadelphia,Boston,1:58:00 PM,8:14:00 PM,train
103,387,$208.00 ,10/17/19,Philadelphia,Boston,1:58:00 PM,8:25:00 PM,train
104,317,$239.00 ,10/17/19,Philadelphia,Boston,8:38:00 AM,1:55:00 PM,train
105,325,$239.00 ,10/17/19,Philadelphia,Boston,10:38:00 AM,4:03:00 PM,train
106,314,$239.00 ,10/17/19,Philadelphia,Boston,10:38:00 AM,3:52:00 PM,train
107,321,$305.00 ,10/17/19,Philadelphia,Boston,6:34:00 AM,11:55:00 AM,train
108,310,$305.00 ,10/17/19,Philadelphia,Boston,6:34:00 AM,11:44:00 AM,train
109,307,$260.00 ,10/17/19,Philadelphia,Boston,1:32:00 PM,6:39:00 PM,train
110,311,$260.00 ,10/17/19,Philadelphia,Boston,2:32:00 PM,7:43:00 PM,train
111,314,$260.00 ,10/17/19,Philadelphia,Boston,1:32:00 PM,6:46:00 PM,train
112,322,$260.00 ,10/17/19,Philadelphia,Boston,2:32:00 PM,7:54:00 PM,train
113,314,$305.00 ,10/17/19,Philadelphia,Boston,3:33:00 PM,8:47:00 PM,train
114,322,$305.00 ,10/17/19,Philadelphia,Boston,3:33:00 PM,8:55:00 PM,train
115,325,$455.00 ,10/17/19,Philadelphia,Boston,5:35:00 PM,11:00:00 PM,train
116,314,$455.00 ,10/17/19,Philadelphia,Boston,5:35:00 PM,10:49:00 PM,train
117,420,$29.99 ,10/24/19,Philadelphia,Boston,11:50:00 PM,6:50:00 AM,bus
118,390,$25.00 ,10/24/19,Philadelphia,Boston,4:15:00 PM,10:45:00 PM,bus
119,425,$24.00 ,10/24/19,Philadelphia,Boston,7:15:00 AM,2:20:00 PM,bus
120,358,$95.00 ,10/24/19,Philadelphia,Boston,6:54:00 AM,12:52:00 PM,train
121,361,$95.00 ,10/24/19,Philadelphia,Boston,10:40:00 AM,4:41:00 PM,train
122,374,$95.00 ,10/24/19,Philadelphia,Boston,6:54:00 AM,1:08:00 PM,train
123,325,$239.00 ,10/24/19,Philadelphia,Boston,5:35:00 PM,11:00:00 PM,train
124,364,$95.00 ,10/24/19,Philadelphia,Boston,9:20:00 AM,3:24:00 PM,train
125,371,$95.00 ,10/24/19,Philadelphia,Boston,10:40:00 AM,4:51:00 PM,train
126,372,$95.00 ,10/24/19,Philadelphia,Boston,9:20:00 AM,3:32:00 PM,train
127,326,$177.00 ,10/24/19,Philadelphia,Boston,11:38:00 AM,5:04:00 PM,train
128,378,$95.00 ,10/24/19,Philadelphia,Boston,5:14:00 AM,11:32:00 AM,train
129,382,$95.00 ,10/24/19,Philadelphia,Boston,6:46:00 AM,1:08:00 PM,train
130,366,$95.00 ,10/24/19,Philadelphia,Boston,6:46:00 AM,12:52:00 PM,train
131,325,$177.00 ,10/24/19,Philadelphia,Boston,8:38:00 AM,2:03:00 PM,train
132,368,$95.00 ,10/24/19,Philadelphia,Boston,5:14:00 AM,11:22:00 AM,train
133,391,$95.00 ,10/24/19,Philadelphia,Boston,12:05:00 PM,6:36:00 PM,train
134,380,$95.00 ,10/24/19,Philadelphia,Boston,12:05:00 PM,6:25:00 PM,train
135,314,$177.00 ,10/24/19,Philadelphia,Boston,11:38:00 AM,4:52:00 PM,train
136,376,$106.00 ,10/24/19,Philadelphia,Boston,1:58:00 PM,8:14:00 PM,train
137,387,$106.00 ,10/24/19,Philadelphia,Boston,1:58:00 PM,8:25:00 PM,train
138,393,$138.00 ,10/24/19,Philadelphia,Boston,5:59:00 PM,12:32:00 AM,train
139,325,$208.00 ,10/24/19,Philadelphia,Boston,10:38:00 AM,4:03:00 PM,train
140,370,$138.00 ,10/24/19,Philadelphia,Boston,3:59:00 PM,10:09:00 PM,train
141,381,$138.00 ,10/24/19,Philadelphia,Boston,3:59:00 PM,10:20:00 PM,train
142,384,$138.00 ,10/24/19,Philadelphia,Boston,5:59:00 PM,12:23:00 AM,train
143,321,$177.00 ,10/24/19,Philadelphia,Boston,6:34:00 AM,11:55:00 AM,train
144,494,$173.00 ,10/24/19,Philadelphia,Boston,11:44:00 PM,7:58:00 AM,train
145,489,$173.00 ,10/24/19,Philadelphia,Boston,11:44:00 PM,7:53:00 AM,train
146,314,$239.00 ,10/24/19,Philadelphia,Boston,5:35:00 PM,10:49:00 PM,train
147,314,$208.00 ,10/24/19,Philadelphia,Boston,10:38:00 AM,3:52:00 PM,train
148,317,$177.00 ,10/24/19,Philadelphia,Boston,8:38:00 AM,1:55:00 PM,train
149,310,$177.00 ,10/24/19,Philadelphia,Boston,6:34:00 AM,11:44:00 AM,train
150,318,$305.00 ,10/24/19,Philadelphia,Boston,4:36:00 PM,9:54:00 PM,train
151,307,$260.00 ,10/24/19,Philadelphia,Boston,1:32:00 PM,6:39:00 PM,train
152,314,$260.00 ,10/24/19,Philadelphia,Boston,1:32:00 PM,6:46:00 PM,train
153,306,$305.00 ,10/24/19,Philadelphia,Boston,4:36:00 PM,9:42:00 PM,train
154,322,$305.00 ,10/24/19,Philadelphia,Boston,3:33:00 PM,8:55:00 PM,train
155,322,$305.00 ,10/24/19,Philadelphia,Boston,2:32:00 PM,7:54:00 PM,train
156,314,$305.00 ,10/24/19,Philadelphia,Boston,3:33:00 PM,8:47:00 PM,train
157,311,$305.00 ,10/24/19,Philadelphia,Boston,2:32:00 PM,7:43:00 PM,train
158,405,$26.00 ,11/3/19,Boston,Philadelphia,10:15:00 AM,5:00:00 PM,bus
159,425,$28.00 ,11/3/19,Boston,Philadelphia,10:15:00 AM,5:20:00 PM,bus
160,360,$33.00 ,11/3/19,Boston,Philadelphia,11:30:00 AM,5:30:00 PM,bus
161,435,$26.00 ,11/3/19,Boston,Philadelphia,7:00:00 PM,2:15:00 AM,bus
162,442,$85.00 ,11/3/19,Boston,Philadelphia,9:30:00 PM,4:52:00 AM,train
163,395,$33.00 ,11/3/19,Boston,Philadelphia,2:15:00 PM,8:50:00 PM,bus
164,436,$85.00 ,11/3/19,Boston,Philadelphia,9:36:00 PM,4:52:00 AM,train
165,364,$138.00 ,11/3/19,Boston,Philadelphia,9:30:00 AM,3:34:00 PM,train
166,312,$177.00 ,11/3/19,Boston,Philadelphia,4:00:00 PM,9:12:00 PM,train
167,361,$138.00 ,11/3/19,Boston,Philadelphia,6:30:00 AM,12:31:00 PM,train
168,372,$138.00 ,11/3/19,Boston,Philadelphia,8:35:00 AM,2:47:00 PM,train
169,384,$138.00 ,11/3/19,Boston,Philadelphia,12:10:00 PM,6:34:00 PM,train
170,307,$177.00 ,11/3/19,Boston,Philadelphia,4:05:00 PM,9:12:00 PM,train
171,381,$138.00 ,11/3/19,Boston,Philadelphia,1:10:00 PM,7:31:00 PM,train
172,371,$138.00 ,11/3/19,Boston,Philadelphia,6:25:00 PM,12:36:00 AM,train
173,359,$138.00 ,11/3/19,Boston,Philadelphia,9:35:00 AM,3:34:00 PM,train
174,316,$177.00 ,11/3/19,Boston,Philadelphia,11:55:00 AM,5:11:00 PM,train
175,367,$138.00 ,11/3/19,Boston,Philadelphia,8:40:00 AM,2:47:00 PM,train
176,368,$138.00 ,11/3/19,Boston,Philadelphia,5:25:00 PM,11:33:00 PM,train
177,378,$138.00 ,11/3/19,Boston,Philadelphia,12:16:00 PM,6:34:00 PM,train
178,318,$177.00 ,11/3/19,Boston,Philadelphia,12:55:00 PM,6:13:00 PM,train
179,356,$138.00 ,11/3/19,Boston,Philadelphia,6:35:00 AM,12:31:00 PM,train
180,391,$138.00 ,11/3/19,Boston,Philadelphia,3:05:00 PM,9:36:00 PM,train
181,376,$138.00 ,11/3/19,Boston,Philadelphia,1:15:00 PM,7:31:00 PM,train
182,312,$177.00 ,11/3/19,Boston,Philadelphia,3:00:00 PM,8:12:00 PM,train
183,366,$138.00 ,11/3/19,Boston,Philadelphia,6:30:00 PM,12:36:00 AM,train
184,363,$138.00 ,11/3/19,Boston,Philadelphia,5:30:00 PM,11:33:00 PM,train
185,385,$138.00 ,11/3/19,Boston,Philadelphia,3:11:00 PM,9:36:00 PM,train
186,306,$177.00 ,11/3/19,Boston,Philadelphia,3:06:00 PM,8:12:00 PM,train
187,313,$177.00 ,11/3/19,Boston,Philadelphia,4:56:00 PM,10:09:00 PM,train
188,311,$177.00 ,11/3/19,Boston,Philadelphia,12:00:00 PM,5:11:00 PM,train
189,312,$177.00 ,11/3/19,Boston,Philadelphia,1:01:00 PM,6:13:00 PM,train
190,319,$177.00 ,11/3/19,Boston,Philadelphia,4:50:00 PM,10:09:00 PM,train
191,312,$208.00 ,11/3/19,Boston,Philadelphia,11:00:00 AM,4:12:00 PM,train
192,307,$208.00 ,11/3/19,Boston,Philadelphia,11:05:00 AM,4:12:00 PM,train
193,420,$34.99 ,10/17/19,Philadelphia,Boston,11:50:00 PM,6:50:00 AM,bus
194,390,$25.00 ,10/17/19,Philadelphia,Boston,4:15:00 PM,10:45:00 PM,bus
195,425,$31.00 ,10/17/19,Philadelphia,Boston,7:15:00 AM,2:20:00 PM,bus
196,361,$106.00 ,10/17/19,Philadelphia,Boston,10:40:00 AM,4:41:00 PM,train
197,378,$106.00 ,10/17/19,Philadelphia,Boston,5:14:00 AM,11:32:00 AM,train
198,368,$106.00 ,10/17/19,Philadelphia,Boston,5:14:00 AM,11:22:00 AM,train
199,318,$305.00 ,10/17/19,Philadelphia,Boston,4:36:00 PM,9:54:00 PM,train
200,371,$106.00 ,10/17/19,Philadelphia,Boston,10:40:00 AM,4:51:00 PM,train
201,358,$138.00 ,10/17/19,Philadelphia,Boston,6:54:00 AM,12:52:00 PM,train
202,374,$138.00 ,10/17/19,Philadelphia,Boston,6:54:00 AM,1:08:00 PM,train
203,306,$305.00 ,10/17/19,Philadelphia,Boston,4:36:00 PM,9:42:00 PM,train
204,366,$138.00 ,10/17/19,Philadelphia,Boston,6:46:00 AM,12:52:00 PM,train
205,382,$138.00 ,10/17/19,Philadelphia,Boston,6:46:00 AM,1:08:00 PM,train
206,364,$138.00 ,10/17/19,Philadelphia,Boston,9:20:00 AM,3:24:00 PM,train
207,372,$138.00 ,10/17/19,Philadelphia,Boston,9:20:00 AM,3:32:00 PM,train
208,393,$173.00 ,10/17/19,Philadelphia,Boston,5:59:00 PM,12:32:00 AM,train
209,384,$173.00 ,10/17/19,Philadelphia,Boston,5:59:00 PM,12:23:00 AM,train
210,326,$208.00 ,10/17/19,Philadelphia,Boston,11:38:00 AM,5:04:00 PM,train
211,380,$173.00 ,10/17/19,Philadelphia,Boston,12:05:00 PM,6:25:00 PM,train
212,494,$173.00 ,10/17/19,Philadelphia,Boston,11:44:00 PM,7:58:00 AM,train
213,391,$173.00 ,10/17/19,Philadelphia,Boston,12:05:00 PM,6:36:00 PM,train
214,325,$239.00 ,10/17/19,Philadelphia,Boston,8:38:00 AM,2:03:00 PM,train
215,381,$208.00 ,10/17/19,Philadelphia,Boston,3:59:00 PM,10:20:00 PM,train
216,370,$208.00 ,10/17/19,Philadelphia,Boston,3:59:00 PM,10:09:00 PM,train
217,489,$173.00 ,10/17/19,Philadelphia,Boston,11:44:00 PM,7:53:00 AM,train
218,314,$208.00 ,10/17/19,Philadelphia,Boston,11:38:00 AM,4:52:00 PM,train
219,376,$208.00 ,10/17/19,Philadelphia,Boston,1:58:00 PM,8:14:00 PM,train
220,387,$208.00 ,10/17/19,Philadelphia,Boston,1:58:00 PM,8:25:00 PM,train
221,317,$239.00 ,10/17/19,Philadelphia,Boston,8:38:00 AM,1:55:00 PM,train
222,325,$239.00 ,10/17/19,Philadelphia,Boston,10:38:00 AM,4:03:00 PM,train
223,314,$239.00 ,10/17/19,Philadelphia,Boston,10:38:00 AM,3:52:00 PM,train
224,321,$305.00 ,10/17/19,Philadelphia,Boston,6:34:00 AM,11:55:00 AM,train
225,310,$305.00 ,10/17/19,Philadelphia,Boston,6:34:00 AM,11:44:00 AM,train
226,307,$260.00 ,10/17/19,Philadelphia,Boston,1:32:00 PM,6:39:00 PM,train
227,311,$260.00 ,10/17/19,Philadelphia,Boston,2:32:00 PM,7:43:00 PM,train
228,314,$260.00 ,10/17/19,Philadelphia,Boston,1:32:00 PM,6:46:00 PM,train
229,322,$260.00 ,10/17/19,Philadelphia,Boston,2:32:00 PM,7:54:00 PM,train
230,314,$305.00 ,10/17/19,Philadelphia,Boston,3:33:00 PM,8:47:00 PM,train
231,322,$305.00 ,10/17/19,Philadelphia,Boston,3:33:00 PM,8:55:00 PM,train
232,325,$455.00 ,10/17/19,Philadelphia,Boston,5:35:00 PM,11:00:00 PM,train
233,314,$455.00 ,10/17/19,Philadelphia,Boston,5:35:00 PM,10:49:00 PM,train
234,420,$19.99 ,10/31/19,Philadelphia,Boston,11:50:00 PM,6:50:00 AM,bus
235,425,$21.00 ,10/31/19,Philadelphia,Boston,7:15:00 AM,2:20:00 PM,bus
236,390,$24.00 ,10/31/19,Philadelphia,Boston,4:15:00 PM,10:45:00 PM,bus
237,358,$83.00 ,10/31/19,Philadelphia,Boston,6:54:00 AM,12:52:00 PM,train
238,361,$85.00 ,10/31/19,Philadelphia,Boston,10:40:00 AM,4:41:00 PM,train
239,371,$85.00 ,10/31/19,Philadelphia,Boston,10:40:00 AM,4:51:00 PM,train
240,325,$239.00 ,10/31/19,Philadelphia,Boston,5:35:00 PM,11:00:00 PM,train
241,364,$85.00 ,10/31/19,Philadelphia,Boston,9:20:00 AM,3:24:00 PM,train
242,372,$85.00 ,10/31/19,Philadelphia,Boston,9:20:00 AM,3:32:00 PM,train
243,374,$85.00 ,10/31/19,Philadelphia,Boston,6:54:00 AM,1:08:00 PM,train
244,326,$177.00 ,10/31/19,Philadelphia,Boston,11:38:00 AM,5:04:00 PM,train
245,378,$85.00 ,10/31/19,Philadelphia,Boston,5:14:00 AM,11:32:00 AM,train
246,382,$85.00 ,10/31/19,Philadelphia,Boston,6:46:00 AM,1:08:00 PM,train
247,391,$85.00 ,10/31/19,Philadelphia,Boston,12:05:00 PM,6:36:00 PM,train
248,325,$177.00 ,10/31/19,Philadelphia,Boston,10:38:00 AM,4:03:00 PM,train
249,366,$85.00 ,10/31/19,Philadelphia,Boston,6:46:00 AM,12:52:00 PM,train
250,368,$85.00 ,10/31/19,Philadelphia,Boston,5:14:00 AM,11:22:00 AM,train
251,380,$85.00 ,10/31/19,Philadelphia,Boston,12:05:00 PM,6:25:00 PM,train
252,314,$177.00 ,10/31/19,Philadelphia,Boston,11:38:00 AM,4:52:00 PM,train
253,376,$106.00 ,10/31/19,Philadelphia,Boston,1:58:00 PM,8:14:00 PM,train
254,387,$106.00 ,10/31/19,Philadelphia,Boston,1:58:00 PM,8:25:00 PM,train
255,393,$106.00 ,10/31/19,Philadelphia,Boston,5:59:00 PM,12:32:00 AM,train
256,314,$208.00 ,10/31/19,Philadelphia,Boston,5:35:00 PM,10:49:00 PM,train
257,381,$106.00 ,10/31/19,Philadelphia,Boston,3:59:00 PM,10:20:00 PM,train
258,370,$106.00 ,10/31/19,Philadelphia,Boston,3:59:00 PM,10:09:00 PM,train
259,384,$106.00 ,10/31/19,Philadelphia,Boston,5:59:00 PM,12:23:00 AM,train
260,325,$208.00 ,10/31/19,Philadelphia,Boston,8:38:00 AM,2:03:00 PM,train
261,494,$173.00 ,10/31/19,Philadelphia,Boston,11:44:00 PM,7:58:00 AM,train
262,489,$173.00 ,10/31/19,Philadelphia,Boston,11:44:00 PM,7:53:00 AM,train
263,314,$177.00 ,10/31/19,Philadelphia,Boston,10:38:00 AM,3:52:00 PM,train
264,321,$208.00 ,10/31/19,Philadelphia,Boston,6:34:00 AM,11:55:00 AM,train
265,317,$208.00 ,10/31/19,Philadelphia,Boston,8:38:00 AM,1:55:00 PM,train
266,310,$208.00 ,10/31/19,Philadelphia,Boston,6:34:00 AM,11:44:00 AM,train
267,318,$305.00 ,10/31/19,Philadelphia,Boston,4:36:00 PM,9:54:00 PM,train
268,306,$305.00 ,10/31/19,Philadelphia,Boston,4:36:00 PM,9:42:00 PM,train
269,322,$305.00 ,10/31/19,Philadelphia,Boston,3:33:00 PM,8:55:00 PM,train
270,322,$305.00 ,10/31/19,Philadelphia,Boston,2:32:00 PM,7:54:00 PM,train
271,314,$305.00 ,10/31/19,Philadelphia,Boston,1:32:00 PM,6:46:00 PM,train
272,307,$305.00 ,10/31/19,Philadelphia,Boston,1:32:00 PM,6:39:00 PM,train
273,311,$305.00 ,10/31/19,Philadelphia,Boston,2:32:00 PM,7:43:00 PM,train
274,314,$305.00 ,10/31/19,Philadelphia,Boston,3:33:00 PM,8:47:00 PM,train
275,425,$33.00 ,10/27/19,Boston,Philadelphia,10:15:00 AM,5:20:00 PM,bus
276,420,$39.99 ,10/27/19,Boston,Philadelphia,11:45:00 PM,6:45:00 AM,bus
277,405,$29.00 ,10/27/19,Boston,Philadelphia,10:15:00 AM,5:00:00 PM,bus
278,360,$33.00 ,10/27/19,Boston,Philadelphia,11:30:00 AM,5:30:00 PM,bus
279,442,$95.00 ,10/27/19,Boston,Philadelphia,9:30:00 PM,4:52:00 AM,train
280,395,$33.00 ,10/27/19,Boston,Philadelphia,2:15:00 PM,8:50:00 PM,bus
281,435,$31.00 ,10/27/19,Boston,Philadelphia,7:00:00 PM,2:15:00 AM,bus
282,436,$95.00 ,10/27/19,Boston,Philadelphia,9:36:00 PM,4:52:00 AM,train
283,361,$138.00 ,10/27/19,Boston,Philadelphia,6:30:00 AM,12:31:00 PM,train
284,319,$208.00 ,10/27/19,Boston,Philadelphia,4:50:00 PM,10:09:00 PM,train
285,372,$138.00 ,10/27/19,Boston,Philadelphia,8:35:00 AM,2:47:00 PM,train
286,363,$138.00 ,10/27/19,Boston,Philadelphia,5:30:00 PM,11:33:00 PM,train
287,356,$138.00 ,10/27/19,Boston,Philadelphia,6:35:00 AM,12:31:00 PM,train
288,312,$208.00 ,10/27/19,Boston,Philadelphia,4:00:00 PM,9:12:00 PM,train
289,368,$138.00 ,10/27/19,Boston,Philadelphia,5:25:00 PM,11:33:00 PM,train
290,371,$138.00 ,10/27/19,Boston,Philadelphia,6:25:00 PM,12:36:00 AM,train
291,391,$138.00 ,10/27/19,Boston,Philadelphia,3:05:00 PM,9:36:00 PM,train
292,313,$208.00 ,10/27/19,Boston,Philadelphia,4:56:00 PM,10:09:00 PM,train
293,366,$138.00 ,10/27/19,Boston,Philadelphia,6:30:00 PM,12:36:00 AM,train
294,381,$173.00 ,10/27/19,Boston,Philadelphia,1:10:00 PM,7:31:00 PM,train
295,367,$173.00 ,10/27/19,Boston,Philadelphia,8:40:00 AM,2:47:00 PM,train
296,316,$208.00 ,10/27/19,Boston,Philadelphia,11:55:00 AM,5:11:00 PM,train
297,384,$173.00 ,10/27/19,Boston,Philadelphia,12:10:00 PM,6:34:00 PM,train
298,364,$208.00 ,10/27/19,Boston,Philadelphia,9:30:00 AM,3:34:00 PM,train
299,385,$173.00 ,10/27/19,Boston,Philadelphia,3:11:00 PM,9:36:00 PM,train
300,307,$208.00 ,10/27/19,Boston,Philadelphia,4:05:00 PM,9:12:00 PM,train
301,359,$208.00 ,10/27/19,Boston,Philadelphia,9:35:00 AM,3:34:00 PM,train
302,376,$208.00 ,10/27/19,Boston,Philadelphia,1:15:00 PM,7:31:00 PM,train
303,378,$208.00 ,10/27/19,Boston,Philadelphia,12:16:00 PM,6:34:00 PM,train
304,312,$208.00 ,10/27/19,Boston,Philadelphia,3:00:00 PM,8:12:00 PM,train
305,311,$208.00 ,10/27/19,Boston,Philadelphia,12:00:00 PM,5:11:00 PM,train
306,306,$208.00 ,10/27/19,Boston,Philadelphia,3:06:00 PM,8:12:00 PM,train
307,312,$260.00 ,10/27/19,Boston,Philadelphia,11:00:00 AM,4:12:00 PM,train
308,318,$260.00 ,10/27/19,Boston,Philadelphia,12:55:00 PM,6:13:00 PM,train
309,307,$260.00 ,10/27/19,Boston,Philadelphia,11:05:00 AM,4:12:00 PM,train
310,312,$260.00 ,10/27/19,Boston,Philadelphia,1:01:00 PM,6:13:00 PM,train
311,420,$39.99 ,10/20/19,Boston,Philadelphia,11:45:00 PM,6:45:00 AM,bus
312,360,$33.00 ,10/20/19,Boston,Philadelphia,11:30:00 AM,5:30:00 PM,bus
313,405,$31.00 ,10/20/19,Boston,Philadelphia,10:15:00 AM,5:00:00 PM,bus
314,425,$39.00 ,10/20/19,Boston,Philadelphia,10:15:00 AM,5:20:00 PM,bus
315,442,$106.00 ,10/20/19,Boston,Philadelphia,9:30:00 PM,4:52:00 AM,train
316,395,$39.00 ,10/20/19,Boston,Philadelphia,2:15:00 PM,8:50:00 PM,bus
317,435,$34.00 ,10/20/19,Boston,Philadelphia,7:00:00 PM,2:15:00 AM,bus
318,436,$106.00 ,10/20/19,Boston,Philadelphia,9:36:00 PM,4:52:00 AM,train
319,366,$138.00 ,10/20/19,Boston,Philadelphia,6:30:00 PM,12:36:00 AM,train
320,319,$305.00 ,10/20/19,Boston,Philadelphia,4:50:00 PM,10:09:00 PM,train
321,368,$208.00 ,10/20/19,Boston,Philadelphia,5:25:00 PM,11:33:00 PM,train
322,363,$173.00 ,10/20/19,Boston,Philadelphia,5:30:00 PM,11:33:00 PM,train
323,371,$208.00 ,10/20/19,Boston,Philadelphia,6:25:00 PM,12:36:00 AM,train
324,361,$208.00 ,10/20/19,Boston,Philadelphia,6:30:00 AM,12:31:00 PM,train
325,356,$173.00 ,10/20/19,Boston,Philadelphia,6:35:00 AM,12:31:00 PM,train
326,364,$208.00 ,10/20/19,Boston,Philadelphia,9:30:00 AM,3:34:00 PM,train
